fid,경도,위도,교량,터널,ROAD_RANK,alti_mean,alti_stdev,alti_min,alti_max,terrain_mean,aspect_mean,sun_mean,sun_stdev,sun_min,azi_mean,Drainage Class,label,시도,시군구,읍면동
1024,128.1128159,36.7312386,False,False,101.0,157.6551009,1.004250684,155.673233,157.9802856,0.864514295,152.5429119,9.773210479,4.65e-05,9.773145676,238.6676849,238.6676849,0,경상북도,문경시,문경읍
1025,126.7069233,35.51732333,False,False,103.0,27.3003787,0.807166666,26.79820251,28.32549095,2.25780552,137.6915547,9.872761726,0.0,9.872761726,237.8883209,237.8883209,0,전북특별자치도,고창군,흥덕면
1026,127.6921187,35.10435422,False,False,103.0,31.17865181,0.0,31.17865181,31.17865181,8.419427872,130.2991943,9.905868913,4.27e-05,9.905810356,238.54512,238.54512,0,전라남도,광양시,다압면
1027,127.2880287,37.53115625,False,False,102.0,35.63303112,0.825055627,34.75276184,36.39890289,2.227432048,213.4878319,9.705648422,0.0,9.705648422,238.0763971,238.0763971,0,경기도,남양주시,조안면
1028,128.6554009,35.34073447,True,False,104.0,18.63801326,3.629563407,18.39225197,23.76510429,1.664631369,326.4659094,9.886962664,3.71e-05,9.886918068,239.1199244,239.1199244,0,경상남도,창원시 의창구,동읍
1029,129.2466323,35.34350205,False,False,104.0,32.56754015,0.428153371,32.56056976,33.17300034,1.891703583,130.5208522,9.886744455,3.97e-05,9.886692047,239.4834247,239.4834247,0,부산광역시,기장군,장안읍
1030,126.8216842,37.46674649,False,False,102.0,21.05870149,0.485345385,20.37379074,21.10361862,1.499419717,63.1354431,9.711123951,4.46e-05,9.711110115,237.7796618,237.7796618,0,경기도,부천시 소사구,옥길동
1031,126.6953568,35.61600689,False,False,101.0,5.82695681,0.851085581,4.681276321,6.195887089,1.359402509,218.112698,9.864784917,3.93e-05,9.864762306,237.8707373,237.8707373,0,전북특별자치도,부안군,보안면
1032,127.1244206,36.76360751,False,True,102.0,121.8211392,13.25440978,104.4306641,128.8161469,4.239584495,261.2887721,9.770503998,0.0,9.770503998,238.0355928,238.0355928,0,충청남도,천안시 동남구,신방동
1033,127.0273259,37.92699899,False,False,103.0,116.7274017,1.42e-14,116.7274017,116.7274017,7.985108852,93.71318054,9.671610832,1.78e-15,9.671610832,237.8756004,237.8756004,0,경기도,동두천시,안흥동
1034,128.9219389,36.0361964,False,False,101.0,99.95330745,3.097860851,96.44077301,102.5716248,2.947097964,220.6631727,9.830624459,5.94e-07,9.830623627,239.2296028,239.2296028,0,경상북도,영천시,화남면
1035,126.7732435,37.77927349,False,False,101.0,14.94002823,1.234530301,13.1620636,16.62265205,2.557799251,275.0788163,9.684333515,4.97e-05,9.684326172,237.7220517,237.7220517,0,경기도,파주시,야동동
1036,126.8098562,36.76281338,False,False,102.0,24.70750249,3.609935433,19.6030941,24.79851151,1.526448943,16.45663864,9.770546913,0.0,9.770546913,237.8339386,237.8339386,0,충청남도,예산군,신암면
1037,128.4884647,37.29638127,True,False,101.0,432.0787279,12.97260856,416.5509338,441.8493347,21.44354796,60.46461097,9.72563839,0.0,9.72563839,238.8645325,238.8645325,0,강원특별자치도,영월군,북면
1038,126.9841627,37.9920631,False,False,103.0,32.09855623,1.348753435,30.20856667,32.93889618,6.120313928,237.4448694,9.665956865,4.04e-05,9.665927887,237.8423078,237.8423078,0,경기도,파주시,적성면
1039,129.2797329,35.41201614,False,False,103.0,0.0,0.0,0.0,0.0,0.0,,9.881228716,9.91e-07,9.881227493,239.4983856,239.4983856,0,울산광역시,울주군,온양읍
1040,126.7314488,37.38195068,False,False,102.0,9.936556826,1.703222682,9.053212166,12.17745781,0.735275241,53.97163996,9.718375206,1.78e-15,9.718375206,237.7285484,237.7285484,0,경기도,시흥시,배곧동
1041,129.0719236,35.37913303,False,False,101.0,283.4002686,0.0,283.4002686,283.4002686,12.86256218,302.59198,9.88389145,4.92e-05,9.883821487,239.3732161,239.3732161,0,경상남도,양산시,상북면
1042,127.4904598,35.68110454,False,False,102.0,588.161973,11.89853398,574.3320923,597.7476196,18.71064965,115.58585,9.859511375,0.0,9.859511375,238.364871,238.364871,0,전북특별자치도,장수군,천천면
1043,127.0470227,37.69687222,False,False,101.0,30.61458397,0.0,30.61458397,30.61458397,0.700017869,40.50443268,9.691420197,5.35e-05,9.691418648,237.9068858,237.9068858,0,경기도,의정부시,호원동
1044,128.9182432,35.11247846,False,False,104.0,6.375923014,1.397548958,4.464492798,6.87863636,0.320798137,135.7715807,9.905218506,3.95e-05,9.905166626,239.3004282,239.3004282,0,부산광역시,강서구,명지동
1045,126.5265941,37.75691015,False,False,102.0,0.0,0.0,0.0,0.0,0.0,,9.686263084,0.0,9.686263084,237.5630314,237.5630314,0,경기도,김포시,월곶면
1046,126.5820569,37.5799288,False,False,102.0,5.402891791,1.310178443,3.562627792,5.618677616,0.768493445,255.8910737,9.701465848,9.84e-07,9.701464653,237.6143236,237.6143236,0,,,
1047,126.7284303,37.73721892,False,False,101.0,13.01812107,0.333857369,12.98862743,13.4893446,0.480163923,337.7319475,9.68797953,4.48e-05,9.687918663,237.6962688,237.6962688,0,경기도,파주시,다율동
1048,128.9888115,35.14632891,False,False,101.0,2.926617325,0.024420052,2.901579618,2.95040369,0.487862338,178.2424963,9.90250206,0.0,9.90250206,239.3410645,239.3410645,0,부산광역시,사상구,학장동
1049,127.8949004,37.06862608,False,False,101.0,83.36373449,6.68390307,75.13047791,88.75888062,4.700050302,312.5801803,9.744891928,3.96e-05,9.744864464,238.5027686,238.5027686,0,충청북도,충주시,엄정면
1050,127.1591392,36.87824388,False,False,104.0,40.05249474,1.703451752,38.03629684,41.37099457,1.456220217,188.4180499,9.760914803,0.0,9.760914803,238.0476227,238.0476227,0,충청남도,천안시 서북구,성거읍
1051,127.4936047,37.31707505,False,False,101.0,76.20894559,8.346445482,64.62397766,78.47054291,5.089921587,88.96260086,9.723879872,3.89e-05,9.723834038,238.2258301,238.2258301,0,경기도,이천시,백사면
1052,128.8251501,35.93776391,False,False,101.0,82.00783571,0.417187876,81.93481445,82.59329224,2.824564167,186.1496697,9.838658908,3.87e-05,9.838634491,239.1768086,239.1768086,0,경상북도,경산시,하양읍
1053,128.5005928,37.91938577,False,False,102.0,316.1176562,25.56824172,310.6033325,363.6576843,11.78892319,61.29271117,9.672265065,4.25e-05,9.672208786,238.8297758,238.8297758,0,강원특별자치도,양양군,서면
1054,127.2672097,35.12488339,False,False,104.0,62.05509564,2.790135293,58.52330399,63.81468582,6.01073131,26.57426736,9.90423584,4.24e-05,9.904162407,238.2790118,238.2790118,0,전라남도,곡성군,목사동면
1055,128.7353761,36.77238065,False,False,104.0,189.6609708,6.696470791,184.7224274,202.0299683,6.781465943,198.9051755,9.769774152,4.57e-05,9.769710541,239.0580807,239.0580807,0,경상북도,영주시,평은면
1056,126.5601506,36.20501324,False,False,103.0,13.85990289,3.042422631,9.571382523,14.20813274,3.53510206,102.9988845,9.816781044,0.0,9.816781044,237.7265625,237.7265625,0,충청남도,보령시,웅천읍
1057,128.3063236,34.96658137,False,False,104.0,0.0,0.0,0.0,0.0,0.0,,9.916826835,3.99e-05,9.916772842,238.9374516,238.9374516,0,경상남도,고성군,고성읍
1058,127.729695,36.5867008,False,False,104.0,253.8383636,0.0,253.8383636,253.8383636,7.264038563,139.3404236,9.785235492,3.74e-05,9.785197258,238.4361803,238.4361803,0,충청북도,보은군,산외면
1059,129.0799719,37.41548804,False,False,104.0,50.86344085,6.723358244,50.7900238,60.37142181,4.249233213,51.80666863,9.715518386,4.52e-05,9.715456009,239.2328893,239.2328893,0,강원특별자치도,삼척시,미로면
1060,127.1507511,37.36389676,False,False,102.0,123.3259638,2.809234753,119.3546066,123.4351501,19.68060451,300.0269148,9.719893912,1.08e-06,9.719893456,238.0013505,238.0013505,0,경기도,성남시 분당구,분당동
1061,127.2937081,35.28403176,False,False,103.0,68.62645034,1.874311526,65.74417114,69.00748444,1.489362209,94.32587761,9.891492748,4.15e-05,9.891475677,238.2795495,238.2795495,0,전라남도,곡성군,곡성읍
1062,127.4460511,37.28083772,False,False,104.0,60.5402871,1.592086433,60.37572861,62.83250809,0.881922704,168.1610587,9.726968227,5.1e-05,9.726896286,238.1982684,238.1982684,0,경기도,이천시,창전동
1063,127.2300103,36.1648545,False,False,103.0,59.98820019,1.765166394,57.49217224,60.02653122,4.251602009,325.9609318,9.820066583,4.5e-05,9.820055962,238.1562327,238.1562327,0,충청남도,논산시,양촌면
1064,127.930738,36.96595363,False,False,103.0,113.6316539,0.241428261,113.5291061,113.9573212,2.461361838,60.37038895,9.75352478,0.0,9.75352478,238.5333614,238.5333614,0,충청북도,충주시,지현동
1065,126.944276,36.78287697,False,False,101.0,46.92711248,3.038042176,45.74055862,51.05645752,3.253651952,68.93702265,9.768897224,4.69e-05,9.768831253,237.9183257,237.9183257,0,충청남도,아산시,신창면
1066,126.5926592,34.5656437,False,False,103.0,25.4673153,0.920537802,24.06026459,26.21716499,0.979594704,239.8348257,9.948472623,3.6e-05,9.948443413,237.9176177,237.9176177,0,전라남도,해남군,해남읍
1067,128.1984676,35.50494202,False,False,101.0,164.729212,25.15915599,147.9656219,196.1130981,15.68858948,273.4075715,9.873743065,4.51e-05,9.873732567,238.8227321,238.8227321,0,경상남도,합천군,대양면
1068,127.0958306,34.78794353,False,False,101.0,132.518301,1.264505613,130.436554,132.6478271,0.25401346,170.2029735,9.930969238,0.0,9.930969238,238.2063599,238.2063599,0,전라남도,보성군,보성읍
1069,129.0733619,35.07420435,False,False,101.0,49.4536471,15.50464624,22.8653183,59.52451706,10.30353706,58.34701092,9.90826416,0.0,9.90826416,239.3985748,239.3985748,0,부산광역시,영도구,동삼동
1070,129.322893,35.36016619,False,False,103.0,0.0,0.0,0.0,0.0,0.0,,9.885408401,0.0,9.885408401,239.5289459,239.5289459,0,울산광역시,울주군,서생면
1071,127.2804094,36.36053722,False,False,101.0,124.5854583,0.304212675,124.1590576,124.6426697,0.770610776,36.69887127,9.803959862,4.25e-05,9.803938866,238.1706528,238.1706528,0,대전광역시,유성구,갑동
1072,129.0067645,35.08799998,False,False,103.0,27.48768016,6.52190964,17.03347397,31.72890854,10.22053222,260.1854708,9.907166276,3.77e-05,9.907119751,239.3566371,239.3566371,0,부산광역시,사하구,감천동
1073,126.8704711,36.96871529,False,False,101.0,10.09977119,1.569557761,8.402887344,11.53071785,1.539666496,189.0786372,9.753295898,1.78e-15,9.753295898,237.8544605,237.8544605,0,경기도,평택시,포승읍
1074,127.7294054,34.74550237,False,False,102.0,6.636246681,8.88e-16,6.636246681,6.636246681,9.48073101,250.4996338,9.934318246,3.42e-05,9.934281349,238.6028928,238.6028928,0,전라남도,여수시,연등동
1075,126.8780471,36.04458976,False,False,102.0,32.33598878,2.695115834,29.87714195,35.24826813,2.143837195,99.35253689,9.829923586,3.98e-05,9.829919815,237.9444887,237.9444887,0,전북특별자치도,익산시,웅포면
1076,128.4425637,37.62013716,False,False,103.0,575.1623535,0.0,575.1623535,575.1623535,10.58862591,106.1804428,9.698009093,4.83e-07,9.698008537,238.8126585,238.8126585,0,강원특별자치도,평창군,용평면
1077,128.5553728,36.62253328,False,False,104.0,165.6784195,2.203196871,163.8319702,168.1881561,8.90843869,71.1748699,9.78226877,5.3e-07,9.782268524,238.9556254,238.9556254,0,경상북도,안동시,풍산읍
1078,126.192109,34.40670016,False,False,103.0,,,,,,,,,,,,0,전라남도,진도군,임회면
1079,126.9257595,37.68924786,False,False,101.0,63.63440833,1.022928202,63.20038605,65.0144043,3.56332126,137.1648797,9.692081916,1.07e-06,9.692081451,237.8287858,237.8287858,0,경기도,양주시,장흥면
1080,126.7152272,37.80893947,False,False,103.0,0.0,0.0,0.0,0.0,0.0,,9.68179512,0.0,9.68179512,237.6816406,237.6816406,0,경기도,파주시,탄현면
1081,128.7080289,35.19646099,False,False,103.0,47.87333451,2.45287627,44.32271957,50.02280807,3.00649511,230.0363564,9.89850936,4.98e-07,9.898509026,239.1643285,239.1643285,0,경상남도,창원시 성산구,성주동
1082,126.5870281,33.50827752,False,False,103.0,,,,,,,,,,,,0,제주특별자치도,제주시,도련일동
1083,126.17398,34.98333469,False,False,101.0,,,,,,,,,,,,0,전라남도,신안군,증도면
1084,128.6555479,35.21064585,False,False,104.0,16.19673917,1.547127417,15.7852211,19.14467812,1.347993936,321.152927,9.897386976,4.8e-07,9.897386551,239.1308839,239.1308839,0,경상남도,창원시 성산구,웅남동
1085,129.1471131,35.41490424,False,False,104.0,180.6781332,10.39246563,164.8722076,181.6899567,9.364271757,87.75599607,9.881005287,0.0,9.881005287,239.4165649,239.4165649,0,경상남도,양산시,소주동
1086,128.3571563,34.9155595,False,False,104.0,0.0,0.0,0.0,0.0,0.0,,9.92087841,1.78e-15,9.92087841,238.9733388,238.9733388,0,경상남도,통영시,도산면
1087,126.9481,36.88960934,True,False,101.0,10.36937563,2.068564855,9.60857296,13.54950237,1.751158048,210.5140523,9.759935199,4.6e-05,9.759923935,237.911203,237.911203,0,충청남도,아산시,영인면
1088,126.5519035,36.16520109,False,False,102.0,8.63671991,4.175602931,8.265314102,14.53022289,6.222872288,108.490026,9.820043564,0.0,9.820043564,237.7250835,237.7250835,0,충청남도,서천군,서면
1089,126.8735282,37.44065228,False,False,102.0,56.56797625,1.013464197,56.48602295,57.99888611,8.315460356,66.08315792,9.713370687,4.2e-05,9.713314056,237.8157088,237.8157088,0,경기도,광명시,소하동
1090,127.5416066,35.13420385,False,False,104.0,136.7552984,7.719087936,121.7999573,140.1856842,8.052450889,304.3113964,9.9034922,3.86e-05,9.90342617,238.4488766,238.4488766,0,전라남도,구례군,간전면
1091,129.2572062,35.33209604,False,False,104.0,0.0,0.0,0.0,0.0,17.18096452,88.71874233,9.887644647,5.95e-07,9.887643814,239.490834,239.490834,0,부산광역시,기장군,장안읍
1092,127.3320867,36.63523989,False,False,101.0,44.74327063,0.746009442,43.58082581,45.33675003,1.172708422,152.004896,9.781213077,4.2e-05,9.781140327,238.1794475,238.1794475,0,충청북도,청주시 흥덕구,오송읍
1093,126.3275589,36.75572176,False,False,103.0,0.0,0.0,0.0,0.0,0.0,,9.771162987,0.0,9.771162987,237.5243295,237.5243295,0,충청남도,태안군,태안읍
1094,127.3740168,36.25070715,False,False,103.0,101.1101284,7.834707342,96.36534119,111.1227341,6.260745378,63.48903719,9.813012556,4.17e-05,9.812996864,238.2398856,238.2398856,0,충청남도,금산군,복수면
1095,126.6982409,35.55744515,False,False,102.0,28.27581777,3.214093464,27.28024101,32.80644989,2.653297135,273.8134208,9.869512755,4.04e-05,9.869494438,237.8784906,237.8784906,0,전북특별자치도,고창군,흥덕면
1096,127.1802653,36.98550019,False,False,101.0,20.75616009,1.539549821,19.47795296,23.33478355,1.499326017,287.0580315,9.751904488,0.0,9.751904488,238.0519161,238.0519161,0,경기도,안성시,공도읍
1097,128.8013472,36.20152423,False,False,101.0,405.1588331,9.478818951,395.6903076,420.8607788,8.459117975,302.6618575,9.817058287,5.17e-07,9.81705761,239.1418253,239.1418253,0,경상북도,의성군,가음면
1098,127.9026221,37.41930432,False,False,102.0,99.2864899,6.307373657,88.81782532,101.1822205,5.148628158,187.304792,9.715170512,4.34e-05,9.715151787,238.4807582,238.4807582,0,강원특별자치도,원주시,호저면
1099,129.1781174,35.43165665,False,False,104.0,79.33600693,0.05315072,79.2779007,79.38368988,2.822284586,83.42736128,9.879662514,0.0,9.879662514,239.434433,239.434433,0,경상남도,양산시,용당동
1100,128.6481352,36.77855643,False,False,103.0,182.7433167,0.0,182.7433167,182.7433167,6.429991722,205.3024902,9.76926025,4.34e-05,9.769185066,239.0025723,239.0025723,0,경상북도,영주시,이산면
1101,126.7225344,37.40817386,False,False,101.0,27.56594859,6.638274818,25.93989372,36.81199265,3.228054058,149.5523162,9.716140877,4.52e-05,9.716078758,237.7205386,237.7205386,0,인천광역시,남동구,논현동
1102,126.2400884,34.53187528,False,False,102.0,,,,,,,,,,,,0,전라남도,진도군,진도읍
1103,128.4554153,35.92997888,False,False,102.0,62.34501863,3.070192498,58.01123047,62.61043167,7.3356514,152.7389355,9.839303684,5.14e-07,9.839303017,238.9471665,238.9471665,0,대구광역시,달성군,하빈면
1104,129.3086317,35.55362032,False,False,104.0,9.563448906,0.0,9.563448906,9.563448906,1.897466779,105.1285706,9.869833038,3.66e-05,9.869791985,239.5053446,239.5053446,0,울산광역시,중구,태화동
1105,128.6300308,38.12188317,False,False,103.0,34.12307852,16.62445812,9.05523777,39.22953033,11.21031567,134.4224053,9.654696857,3.81e-05,9.654636383,238.9001723,238.9001723,0,강원특별자치도,양양군,강현면
1106,127.1603645,35.92872603,False,False,104.0,27.43355638,0.30550167,27.36489296,27.87061691,0.370287105,184.8783167,9.839400291,0.0,9.839400291,238.1341175,238.1341175,0,전북특별자치도,완주군,봉동읍
1107,126.5085545,33.50334144,False,False,103.0,,,,,,,,,,,,0,제주특별자치도,제주시,용담이동
1108,128.1150233,36.31787837,False,False,102.0,72.82655479,0.560927212,72.0352478,72.88233948,1.50486566,293.2284882,9.807476044,0.0,9.807476044,238.702179,238.702179,0,경상북도,상주시,청리면
1109,127.4707822,37.27617261,False,False,104.0,46.25784314,1.15327663,44.28328323,46.51016998,0.570222428,276.8028803,9.72735405,0.0,9.72735405,238.2145844,238.2145844,0,경기도,이천시,부발읍
1110,128.580413,35.215798,False,False,104.0,16.72272837,2.233316499,13.56444359,16.74807358,6.771016233,39.91458011,9.896971703,0.0,9.896971703,239.0841675,239.0841675,0,경상남도,창원시 마산합포구,산호동
1111,128.6454325,36.5596986,False,False,101.0,109.6955932,5.52902417,103.5657425,114.5499878,3.178441857,238.1962874,9.787486086,4.1e-05,9.787431717,239.0172644,239.0172644,0,경상북도,안동시,풍산읍
1112,128.6490256,35.3008182,False,False,101.0,21.10269082,3.794014486,19.16504097,26.83093071,3.334316842,212.1151966,9.890166523,5.32e-07,9.890166283,239.119161,239.119161,0,경상남도,창원시 의창구,동읍
1113,126.9310154,35.66300967,True,False,101.0,12.90198561,0.143436316,12.71766567,12.98668575,0.761456539,345.6445196,9.861005448,5.1e-05,9.860933304,238.0149825,238.0149825,0,전북특별자치도,정읍시,태인면
1114,127.5988883,36.71936321,False,False,104.0,94.5817665,4.635687008,86.61849976,95.60458374,4.744558357,7.01782261,9.774191947,3.86e-05,9.77414608,238.3420052,238.3420052,0,충청북도,청주시 청원구,내수읍
1115,128.6806156,35.15719323,False,False,102.0,25.08417142,0.390048619,24.56857681,25.28022766,4.32011873,166.9285368,9.901656151,0.0,9.901656151,239.1508484,239.1508484,0,경상남도,창원시 진해구,경화동
1116,127.012325,37.86549914,False,False,104.0,89.66900635,0.0,89.66900635,89.66900635,4.768018723,132.5334015,9.676913261,0.0,9.676913261,237.8707581,237.8707581,0,경기도,양주시,은현면
1117,127.8610327,35.19816493,False,False,103.0,114.409085,7.411090959,114.0403214,124.883461,20.63333706,171.0632398,9.89835911,9.72e-07,9.898358345,238.6409706,238.6409706,0,경상남도,하동군,옥종면
1118,127.6312474,37.28439921,False,False,104.0,49.18003065,0.640124822,48.98089218,50.06312943,1.00338937,307.1651281,9.726664945,4.97e-05,9.726594925,238.316859,238.316859,0,경기도,여주시,교동
1119,127.927646,35.46403424,False,False,101.0,316.7891976,1.051253762,316.6645508,318.2706604,0.720548791,137.8033593,9.87704277,0.0,9.87704277,238.6582031,238.6582031,0,경상남도,산청군,차황면
1120,128.8108302,35.20517219,False,False,104.0,31.8187315,11.44441662,14.76693249,35.69348526,8.801238204,155.5835825,9.897801399,0.0,9.897801399,239.226944,239.226944,0,경상남도,김해시,무계동
1121,127.4213006,37.29728075,False,False,102.0,83.24188035,0.489164479,82.74028015,83.71828461,3.052856176,55.14934243,9.725555046,3.88e-05,9.725520134,238.1809358,238.1809358,0,경기도,이천시,사음동
1122,128.5566269,35.23298137,False,False,102.0,55.21734619,0.0,55.21734619,55.21734619,3.6692729,42.49491119,9.89558506,0.0,9.89558506,239.0679016,239.0679016,0,경상남도,창원시 마산회원구,회성동
1123,126.8916764,37.14902717,False,False,103.0,38.53889863,3.487540714,32.86631393,40.52154922,3.728961107,118.5094442,9.738096314,4.24e-05,9.73809433,237.8524138,237.8524138,0,경기도,화성시 만세구,팔탄면
1124,128.0033673,36.90869016,False,False,103.0,155.2617024,0.359546082,154.7533569,155.2731781,5.030351581,100.1490697,9.758338853,4.15e-05,9.758316994,238.5840978,238.5840978,0,충청북도,충주시,살미면
1125,127.726088,36.8825516,False,False,101.0,216.3811341,5.713220351,209.3783569,224.2368164,6.393270898,108.4577495,9.760527159,4.51e-05,9.760514259,238.4095914,238.4095914,0,충청북도,음성군,소이면
1126,128.6703043,36.77183219,False,False,101.0,197.407074,2.84e-14,197.407074,197.407074,4.335216045,74.61686707,9.769805908,0.0,9.769805908,239.0170898,239.0170898,0,경상북도,영주시,이산면
1127,127.8931776,35.70122386,False,False,102.0,242.8009526,1.456539032,242.7994537,244.8608093,4.958999076,90.96977696,9.857882465,9.54e-07,9.857881546,238.6153589,238.6153589,0,경상남도,거창군,거창읍
1128,127.7930611,34.66317324,False,False,101.0,0.0,0.0,0.0,0.0,0.0,,9.940817675,4.21e-05,9.940759659,238.6499358,238.6499358,0,전라남도,여수시,돌산읍
1129,127.6652016,38.1834936,False,False,103.0,206.7194937,5.300583922,199.6126404,209.1038208,4.808702619,75.3505741,9.649305344,1.78e-15,9.649305344,238.2715019,238.2715019,0,강원특별자치도,화천군,상서면
1130,126.4611756,36.83677894,False,False,103.0,0.0,0.0,0.0,0.0,0.0,,9.764361559,4.56e-05,9.764351845,237.602962,237.602962,0,충청남도,서산시,성연면
1131,127.0380294,37.46305538,False,False,101.0,27.38567902,1.081834914,27.07396507,28.88353348,1.540431262,111.0818065,9.71146024,4.18e-05,9.711405754,237.9200876,237.9200876,0,서울특별시,서초구,양재동
1132,126.6784229,37.18078784,False,False,102.0,0.0,0.0,0.0,0.0,0.0,,9.735433619,4.01e-05,9.73538208,237.7119139,237.7119139,0,경기도,화성시 만세구,서신면
1133,128.3653382,35.02384387,False,False,101.0,7.71944606,11.27686852,4.584846973,25.72650719,6.194117403,93.73368023,9.912279884,4.37e-05,9.912219048,238.9684182,238.9684182,0,경상남도,고성군,마암면
1134,127.6347718,35.81097249,False,False,104.0,448.4388998,0.916637668,448.1770325,449.7084961,1.551066924,317.2667305,9.848982811,0.0,9.848982811,238.4437538,238.4437538,0,전북특별자치도,장수군,계북면
1135,127.8855516,35.18217646,False,False,103.0,77.57571482,3.14227483,72.76686859,79.34976196,5.110541317,288.3878749,9.899662018,0.0,9.899662018,238.6578369,238.6578369,0,경상남도,하동군,옥종면
1136,127.1264412,37.49515959,False,False,101.0,30.95691389,2.112725503,27.99872017,31.37680435,2.996825635,291.5286084,9.70869788,4.76e-05,9.708685875,237.974853,237.974853,0,서울특별시,송파구,가락동
1137,126.8639552,35.34313457,False,False,101.0,185.3156179,1.042054389,184.6227875,186.6162872,5.576999611,271.552006,9.88675499,0.0,9.88675499,238.0046997,238.0046997,0,전라남도,장성군,북하면
1138,126.9763961,37.4767295,False,False,101.0,28.9530154,4.225218946,22.97998238,29.11982918,4.082019047,102.1171358,9.710274696,0.0,9.710274696,237.8791656,237.8791656,0,서울특별시,동작구,사당동
1139,127.0882612,37.41150439,False,False,104.0,67.52488518,1.174718482,65.86667633,67.62622833,4.101187762,215.132409,9.715845108,0.0,9.715845108,237.9569704,237.9569704,0,경기도,성남시 수정구,금토동
1140,126.6542381,37.39208505,False,False,104.0,7.523977286,0.045535019,7.45963335,7.526572227,0.101031726,296.9700018,9.717500687,0.0,9.717500687,237.6774237,237.6774237,0,인천광역시,연수구,송도동
1141,126.5243245,37.02235759,False,False,102.0,0.0,0.0,0.0,0.0,0.0,,9.748791695,0.0,9.748791695,237.6263885,237.6263885,0,충청남도,당진시,석문면
1142,126.8761286,37.50839086,False,False,103.0,10.08009366,0.155049522,9.86236763,10.10609531,0.803472625,277.4740802,9.707579061,3.88e-05,9.707544327,237.8115492,237.8115492,0,서울특별시,구로구,신도림동
1143,126.6503877,37.41976475,False,False,103.0,26.71449904,7.312658715,26.23811913,39.36883163,7.958601514,174.5103265,9.715126012,5.2e-05,9.71512413,237.6725182,237.6725182,0,인천광역시,연수구,옥련동
1144,128.6032964,36.30731839,False,False,102.0,63.34827578,0.649797308,62.85335541,64.50906372,0.965607754,215.5462581,9.808360118,6.62e-07,9.8083601,239.0095958,239.0095958,0,경상북도,의성군,봉양면
1145,128.5754409,35.15599205,False,False,104.0,34.67412338,5.68444703,26.94477463,36.88388443,8.570830904,28.02252467,9.901724232,4e-05,9.901721001,239.0860718,239.0860718,0,경상남도,창원시 마산합포구,가포동
1146,127.5135718,37.82292754,False,False,103.0,62.55785559,0.053736278,62.49225235,62.59621429,2.822132521,87.74446599,9.680573662,3.86e-05,9.680559158,238.1996854,238.1996854,0,경기도,가평군,가평읍
1147,126.6547704,35.24747059,False,False,101.0,61.7856135,0.806018675,60.5189476,61.8122673,2.576321452,144.9246794,9.894441605,0.0,9.894441605,237.8831787,237.8831787,0,전라남도,장성군,삼계면
1148,128.4313797,38.38640779,False,False,102.0,0.0,0.0,0.0,0.0,0.0,,9.63156414,0.0,9.63156414,238.7552948,238.7552948,0,강원특별자치도,고성군,간성읍
1149,128.4513381,37.44994357,True,False,103.0,399.7870277,1.770211726,398.0150146,402.5716553,1.883272133,225.6169836,9.712576866,0.0,9.712576866,238.829834,238.829834,0,강원특별자치도,평창군,대화면
1150,128.0136468,35.60995974,False,False,102.0,344.4576739,14.16272673,327.4338074,362.9244995,15.92997404,91.03156112,9.865289688,0.0,9.865289688,238.6986694,238.6986694,0,경상남도,합천군,봉산면
1151,126.8707647,37.60392887,False,False,101.0,14.02896901,0.725338699,13.01148796,14.87983322,1.691403724,253.0596376,9.699403993,3.94e-05,9.699373245,237.8000377,237.8000377,0,경기도,고양시 덕양구,화전동
1152,126.6975244,37.79077414,False,False,101.0,0.0,0.0,0.0,0.0,0.0,,9.683359602,1.06e-06,9.683358192,237.6716084,237.6716084,0,경기도,파주시,탄현면
1153,128.6834103,36.79816401,False,False,104.0,199.8254955,2.137442683,198.1578522,203.6661072,3.632299682,95.40686978,9.767617513,4.42e-05,9.76755619,239.0235233,239.0235233,0,경상북도,영주시,이산면
1154,129.0483786,35.1532871,False,False,104.0,25.32111669,15.90167429,18.38509369,46.96882629,11.77320014,82.60821461,9.901961786,3.75e-05,9.901914597,239.3769223,239.3769223,0,부산광역시,부산진구,범천동
1155,127.7131882,34.73389543,False,False,101.0,0.0,0.0,0.0,0.0,0.0,,9.935225906,3.79e-05,9.935202599,238.5939019,238.5939019,0,전라남도,여수시,국동
1156,126.9031888,37.26562351,False,False,101.0,48.35241553,8.511636009,41.5496521,61.13957977,5.67278598,53.7765623,9.728244858,1.3e-06,9.728244781,237.849809,237.849809,0,경기도,화성시 효행구,매송면
1157,127.1035273,36.81073666,False,False,101.0,43.7451276,2.092439989,40.97655487,46.17146683,2.526320064,110.4744996,9.766554408,3.77e-05,9.766515732,238.0177849,238.0177849,0,충청남도,천안시 서북구,불당동
1158,128.2220868,35.1870303,True,False,104.0,30.79608575,1.454054722,30.14249611,32.7457962,4.490055359,100.0928506,9.89927625,4.76e-05,9.899209023,238.8654742,238.8654742,0,경상남도,진주시,진성면
1159,126.8715559,37.45577304,False,False,102.0,40.93449402,0.0,40.93449402,40.93449402,5.89628458,30.77833176,9.71208477,0.0,9.71208477,237.8129272,237.8129272,0,경기도,광명시,하안동
1160,126.8525516,35.41227145,False,False,103.0,96.4108971,2.82274414,92.91578674,100.3116608,4.983995032,242.279456,9.881207285,3.81e-05,9.881184578,237.9904465,237.9904465,0,전라남도,장성군,북하면
